@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10}

@data
1231,'2016/07/31 16:16:22:799',14,30.166094,645.40863,-44.353107,17.016216,1.344471,0.924775,-10.492664,-2.699178,-0.407777,-1.676047,-2.75704,1.969112,1.266822,-2.032178,-0.063962,0.286034,-1.665387,-0.241846,-1.619998,-1.39232,0.344154,-0.865983,0.878208,0.689056,-1.51284,-0.279885,2
1232,'2016/07/31 16:16:22:809',14,26.194559,757.333313,-42.979992,16.400084,1.651913,0.684424,-9.960984,-1.944526,-0.894987,-1.459698,-3.262448,2.098509,1.699146,-2.174895,0.00952,0.109106,-1.721559,-0.193235,-1.670367,-1.313927,0.440019,-0.995791,0.95819,0.668493,-1.489882,-0.320443,2
1233,'2016/07/31 16:16:22:819',14,38.979374,592.773499,-43.635826,18.857735,1.396712,0.188698,-8.306339,-2.192768,-0.865548,-0.0681,-3.520143,1.604504,2.436199,-2.197535,0.294523,0.054114,-0.978725,-0.349383,-1.631015,-0.482844,-0.339643,-0.920056,1.08291,0.678803,-1.60302,0.159465,2
1234,'2016/07/31 16:16:22:829',14,41.795532,527.610107,-43.569199,18.023556,1.114962,0.125381,-9.284203,-2.661945,-0.781331,-0.343072,-3.888494,1.324333,2.102031,-2.247453,-0.216046,0.428461,-1.288664,-0.428154,-1.383257,-1.045285,-0.214778,-1.162114,0.958294,0.622313,-1.441476,0.067456,2
1235,'2016/07/31 16:16:22:839',14,28.558386,684.672058,-42.918148,17.916147,1.112126,1.746697,-9.48674,-2.446958,0.164814,-0.582731,-2.941141,1.955512,1.527477,-2.199508,0.903335,0.309889,-1.262919,0.193675,-1.235059,-1.257516,-0.115137,-1.198732,0.934475,0.571897,-1.2679,0.157649,2
1236,'2016/07/31 16:16:22:849',14,18.149044,937.079773,-43.481636,17.445053,1.763194,1.321416,-9.353667,-1.602107,0.778029,-1.589448,-3.785682,2.84464,1.180531,-1.65223,0.894074,0.194937,-1.662887,0.242066,-0.868811,-1.289748,0.136432,-1.72262,0.751867,0.43122,-0.973355,0.378978,2
1237,'2016/07/31 16:16:22:859',14,17.809227,1134.369995,-44.601978,15.680498,2.41816,2.09283,-8.817684,-0.653752,-0.528768,-1.9255,-4.224344,2.30865,1.874058,-1.111927,0.50885,-0.528584,-2.116522,0.275579,-0.502997,-0.85615,0.297729,-1.953385,0.095417,0.331007,-0.441023,0.786576,2
1238,'2016/07/31 16:16:22:869',14,15.87675,1310.700684,-44.202431,15.910633,2.437854,1.657477,-9.343318,-0.343025,0.878963,-1.480057,-3.99428,2.004872,1.211384,-1.03111,0.196312,0.07576,-1.741651,0.341891,-0.771189,-1.078731,0.161236,-1.873811,0.519736,0.327071,-0.45559,0.654532,2
1239,'2016/07/31 16:16:22:879',14,15.305224,1414.069702,-46.91404,16.011566,2.0651,1.931128,-8.283717,-0.879815,1.601026,-1.595189,-3.944167,1.575019,1.539996,-1.128326,-1.267744,0.825524,-1.749938,-0.5152,-0.022168,-1.015292,-0.259158,-1.633558,0.563506,-0.063242,0.005852,1.22469,2
1240,'2016/07/31 16:16:22:889',14,12.783696,1605.980225,-46.702751,15.828159,1.733742,1.801764,-7.897213,-0.264052,1.682846,-1.489633,-4.169199,1.753923,0.583691,-2.137714,-1.212585,0.652274,-1.488325,-0.587665,-0.124892,-1.037471,-0.156263,-1.793349,1.112986,-0.060329,-0.214517,1.35912,2
1241,'2016/07/31 16:16:22:899',14,11.945287,1745.768799,-46.584877,15.872911,2.388385,2.620091,-7.549959,0.45144,1.593656,-1.175894,-3.812699,2.103798,1.089972,-2.217581,-0.630905,0.948948,-1.617463,-0.576094,-0.223148,-0.794094,0.310684,-2.121261,1.113055,0.212631,-0.01761,1.013667,2
1242,'2016/07/31 16:16:22:909',14,12.036081,1625.056396,-47.002811,16.214127,2.505826,2.518893,-7.752303,-0.035476,0.874566,-1.824324,-4.661908,2.569768,1.5525,-2.174937,0.638702,0.470243,-1.666565,-0.216839,-0.777121,-1.084987,0.563415,-2.067282,0.983743,0.471962,-0.662842,0.536532,2
1243,'2016/07/31 16:16:22:919',14,16.567879,1050.792847,-44.542645,17.569046,2.202304,1.768481,-9.713173,-1.429199,0.673494,-1.248245,-4.15129,2.36096,1.68235,-2.618606,0.775327,0.27884,-1.039769,-0.170508,-0.786149,-0.99458,-0.56473,-1.452282,1.022599,0.410694,-0.960914,0.434153,2
1244,'2016/07/31 16:16:22:929',14,28.867388,618.683472,-44.282776,19.174652,1.453237,0.634274,-9.674167,-2.322129,-0.121819,-1.400604,-3.47725,1.793542,2.238042,-3.052119,0.87399,0.672529,-1.55786,0.001785,-1.22453,-1.072205,-0.264033,-1.519324,0.732606,0.902876,-1.647214,0.25655,2
1245,'2016/07/31 16:16:22:939',14,39.502522,489.188965,-44.776211,18.726938,2.438252,1.089994,-9.424652,-3.056167,-1.21118,-0.572765,-3.47969,2.092831,2.366009,-3.081914,0.587554,1.150364,-1.200729,-0.632021,-1.098073,-1.258723,-0.245464,-0.802687,1.013992,0.302207,-1.632156,-0.107017,2
1246,'2016/07/31 16:16:22:949',14,38.460564,535.895813,-43.379051,17.729095,0.989133,0.515534,-10.657935,-1.882979,-0.864209,-1.742056,-2.744752,1.619786,2.063681,-2.283251,0.298516,0.830467,-1.697475,-0.655791,-0.758398,-1.177239,-0.413694,-0.768018,1.246158,0.106103,-1.764265,0.42423,2
1247,'2016/07/31 16:16:22:959',14,28.984146,718.808899,-45.728523,16.855467,1.08901,0.126501,-10.993919,-1.44185,-0.773978,-1.517403,-2.965117,1.83977,2.075388,-2.98934,0.690119,-0.400728,-1.646917,-0.683668,-1.512049,-1.04485,0.009456,-0.286265,0.858165,0.575729,-1.668124,0.341212,2
1248,'2016/07/31 16:16:22:969',14,34.082947,647.822754,-45.652931,17.516806,1.083925,0.65109,-9.940644,-1.856846,-1.436872,-1.784971,-2.812751,1.781058,2.656146,-2.557276,0.893794,0.03591,-1.905527,-0.847485,-1.200209,-0.912904,-0.194932,-0.059841,0.949009,0.206458,-2.105772,0.246623,2
1249,'2016/07/31 16:16:22:979',14,38.555069,592.741333,-45.099926,17.921227,1.847668,0.633824,-10.299575,-0.975117,-1.495153,-1.60496,-2.438099,1.902269,2.643052,-2.654716,1.222176,-0.65871,-1.458167,-0.072188,-1.480508,-1.287361,0.192549,0.210395,0.38437,0.600994,-1.790206,0.135548,2
1250,'2016/07/31 16:16:22:989',14,33.127098,646.172424,-45.31868,17.970098,1.755749,1.204562,-10.053896,-1.787405,-0.590766,-1.69044,-2.642476,1.588921,2.503695,-2.555923,0.067725,-0.163969,-1.703342,-0.392198,-1.278325,-1.301236,-0.163134,0.060152,0.996081,0.466765,-1.875526,0.374849,2
1251,'2016/07/31 16:16:22:999',14,35.053123,598.878052,-44.16457,18.518358,1.288307,0.879744,-9.947385,-1.895711,-0.660368,-1.170545,-3.319426,1.271609,2.516862,-3.004728,0.907368,-0.056934,-1.689823,-0.5807,-0.875238,-0.807775,-0.950555,-0.460671,0.879429,0.575651,-1.936234,0.752672,2
1252,'2016/07/31 16:16:23:009',14,33.149464,629.846924,-44.607502,18.267262,2.140418,1.267918,-10.733456,-1.170423,-0.14866,-1.674595,-2.826844,1.439117,2.167479,-2.661145,1.058404,-0.023007,-1.552383,-0.266421,-0.693244,-1.233768,-0.783214,-0.414948,0.348805,0.745306,-1.53978,0.41868,2
1253,'2016/07/31 16:16:23:019',14,24.713594,719.458923,-46.298885,18.396055,1.70736,0.926274,-8.580863,-2.062961,0.269781,-1.340126,-4.650196,2.668139,2.045958,-2.851867,1.55311,-0.154857,-1.969604,0.031967,-0.47852,-0.869992,-0.561506,-1.583315,0.845311,0.346675,-1.358775,1.159824,2
1254,'2016/07/31 16:16:23:029',14,25.832087,813.342102,-48.431686,17.404163,3.028261,1.303227,-8.163204,-0.524484,0.460407,-1.199622,-3.791844,1.345823,1.796411,-0.523916,0.107973,-0.362836,-1.763136,-0.084661,0.109758,-1.299433,-0.048264,-1.811083,0.593204,-0.141851,-0.176326,0.987023,2
1255,'2016/07/31 16:16:23:039',14,10.429387,1580.765991,-49.682426,16.388952,1.918526,1.728773,-8.034611,-0.700486,2.508232,0.3676,-3.704253,1.574554,0.907683,-2.417908,0.346092,-1.202071,-2.001091,0.878885,-0.764471,-1.224412,0.788326,-1.931372,0.650883,0.683486,-0.419016,1.251625,2
1256,'2016/07/31 16:16:23:049',14,8.165236,1757.08667,-51.659546,16.984674,2.618467,2.067424,-7.743005,-0.921725,3.085286,-0.157274,-3.015062,2.07566,0.978682,-2.276374,0.256336,-1.134681,-2.463316,1.208878,-0.599891,-1.282288,1.010303,-1.736901,0.554917,0.332957,-0.140845,1.598906,2
1257,'2016/07/31 16:16:23:059',14,13.689384,1211.196777,-51.524399,18.170305,3.339409,1.370445,-8.907971,-0.969011,2.21179,-0.343941,-3.204998,0.127,1.772372,-2.250947,0.328231,-0.982899,-2.117726,0.982347,-0.462771,-0.814146,-0.215338,-1.42743,0.109459,0.910514,-0.598021,0.968526,2
1258,'2016/07/31 16:16:23:069',14,22.491581,762.233521,-54.102104,19.077017,3.364396,0.188728,-9.132567,-1.376779,2.984336,-0.670783,-2.52288,-0.080743,1.369005,-2.030036,-0.22978,-0.682307,-1.752539,1.26158,-0.700714,-1.31413,-0.386993,-1.083248,0.344027,0.484892,-0.440607,0.628585,2
1259,'2016/07/31 16:16:23:089',14,14.922846,1253.9104,-56.537212,17.681976,3.015347,0.424594,-7.735805,0.628815,2.512752,-1.255685,-1.393684,-0.394717,1.464441,-2.304825,-0.657399,-0.051988,-2.239408,0.920217,-0.710771,-1.301093,-0.084372,-0.871056,0.813769,0.781639,-0.142593,0.680173,2
1260,'2016/07/31 16:16:23:099',14,33.107002,537.744507,-58.440742,19.024046,3.553109,-0.115422,-7.466498,-2.230557,1.451448,-2.49195,-3.243374,0.238497,2.101626,-1.098739,-0.53371,-0.050769,-1.945176,-0.089126,-0.331639,-1.169718,-0.693351,-0.73905,0.712295,0.259388,-0.809227,0.704829,2
1261,'2016/07/31 16:16:23:109',14,50.90168,342.990509,-58.021725,20.115017,3.925021,-2.185862,-8.92933,-2.123406,-0.215849,-2.825492,-0.96796,0.358149,1.091416,-1.215878,-0.363925,0.425468,-1.245431,0.126655,-1.226412,-1.784323,-0.183774,-0.769805,0.336911,0.591725,-0.91062,-0.369594,2
1262,'2016/07/31 16:16:23:119',14,58.791077,220.884277,-58.642872,22.051098,4.772006,-2.646085,-7.209319,-2.503983,-0.331677,-2.115268,-1.013631,0.941998,1.296313,-0.710828,0.026818,0.425916,-1.007388,0.015828,-1.177333,-1.595336,0.05557,-0.455227,0.377173,0.571419,-1.084292,-0.557845,2
1263,'2016/07/31 16:16:23:129',14,53.754894,167.730118,-57.285557,22.3412,4.11693,-3.426325,-8.254337,-2.940132,0.573542,-1.698315,-2.17162,0.518898,1.592045,-1.276472,-0.372833,0.472301,-1.191316,-0.089965,-1.138347,-1.812464,-0.210867,-0.254807,0.313969,0.267748,-0.845771,-0.233619,2
1264,'2016/07/31 16:16:23:139',14,39.009781,277.647949,-58.664764,20.898706,4.331097,-2.903681,-8.774148,-2.263407,0.700216,-0.850492,-0.486153,-0.626317,0.275206,-1.810623,-0.733653,0.70823,-1.5387,-0.203094,-1.32115,-2.055574,0.307701,-0.123552,0.286475,0.753258,-0.357913,-0.198054,2
1265,'2016/07/31 16:16:23:149',14,32.946957,451.592255,-60.5023,20.203161,5.270134,-2.340088,-8.332919,-1.258379,0.703389,-0.785415,-0.283075,-1.340729,0.133402,-1.291509,-0.769942,0.410369,-1.533197,-0.209739,-1.14459,-1.888166,0.325204,-0.111232,0.284622,0.863931,-0.215363,0.000324,2
1266,'2016/07/31 16:16:29:229',15,20.350185,478.666473,-95.716667,0,-0.000001,0.000002,-0.000005,-0.000004,-0.000005,0.000003,0.00001,-0.000002,-0.000001,-0.000001,-0.000009,-0.000003,0,0,0.000009,-0.000018,0,-0.000003,-0.000023,0.000003,0,-0.000017,3
1267,'2016/07/31 16:16:29:239',15,17.047009,741.997864,-85.12487,7.89969,2.501429,-1.792329,-3.307152,-1.878508,0.150305,0.517423,-0.018263,-0.375827,-0.474703,-0.062471,0.355349,0.020259,-0.437939,-0.563189,-0.652032,-0.491106,-0.198427,-0.156307,-0.079788,0.054573,0.062624,0.057523,3
1268,'2016/07/31 16:16:29:249',15,25.865747,1122.347046,-74.779778,12.970856,2.667123,-1.652029,-4.508606,-2.991492,0.390008,0.437879,0.060608,0.370908,-0.945059,-1.087469,0.643477,0.183821,-0.600522,-0.297151,-1.027027,-0.899061,-0.093563,-0.408742,-0.11911,0.28135,0.058511,0.293744,3
1269,'2016/07/31 16:16:29:259',15,27.576508,1420.567871,-65.713539,15.61625,1.615621,-1.257344,-5.33595,-3.140986,0.478639,-0.62859,-0.844835,0.662449,-0.81263,-2.09054,0.358676,0.233522,-0.663917,0.147034,-1.529727,-1.452228,0.401093,-0.198442,0.094251,0.37525,-0.324446,0.428504,3
1270,'2016/07/31 16:16:29:269',15,33.915668,1044.743164,-54.118813,15.281943,-0.713235,-0.757457,-2.666464,-2.712902,-1.17062,0.371587,1.042025,1.705239,0.011573,-1.638049,-0.523448,0.302618,0.320074,0.241935,-0.837107,-1.053077,-0.138562,0.266789,0.489222,0.274882,-0.36145,-0.081634,3
1271,'2016/07/31 16:16:29:279',15,37.621418,1153.020874,-59.520622,17.002607,-0.225855,-1.395644,-4.510291,-2.995121,-0.295064,-1.004521,-1.195787,0.344662,-0.776171,-2.207717,0.384311,0.786084,-0.208971,0.174444,-1.157571,-1.281183,-0.153489,-0.466641,0.505789,0.525903,-0.643365,0.694436,3
1272,'2016/07/31 16:16:29:289',15,22.612915,1679.902832,-53.019039,16.008886,-0.949585,0.004132,-3.134612,-1.69593,0.231378,0.17582,0.22402,1.793826,0.070462,-1.433661,0.613094,-0.302499,-0.62792,0.173013,-0.525164,0.403086,0.999535,-0.037205,-0.077576,0.460346,0.426792,1.223544,3
1273,'2016/07/31 16:16:29:299',15,19.238173,865.153748,-54.84457,17.83444,-0.835474,-1.562325,-5.534894,-1.533053,0.260355,-2.230183,-1.886712,1.121826,-1.090806,-3.016898,1.065342,0.088163,-0.353063,0.805676,-1.582189,-1.30909,-0.202792,-0.753756,0.511049,0.726547,-0.650301,0.783412,3
1274,'2016/07/31 16:16:29:309',15,21.325989,993.006104,-54.024635,17.636248,0.126795,-1.829221,-6.688115,-1.189926,0.712843,-1.457975,-1.795102,1.676204,-0.286178,-2.637678,1.199434,-0.775578,-0.924958,0.872022,-1.493004,-1.277677,-0.125122,-0.945454,-0.009971,0.934844,-0.426806,0.318111,3
1275,'2016/07/31 16:16:29:319',15,26.586313,1308.590332,-42.88258,14.291445,-1.720076,-1.436166,-3.82303,-2.00659,-0.703441,-0.644968,0.347494,1.044065,-0.118089,-0.474172,-0.242066,-0.566344,-0.011371,0.174056,-0.503066,-0.452903,-0.36075,-0.377191,0.090805,0.22469,0.108121,0.258515,3
1276,'2016/07/31 16:16:29:329',15,31.482746,842.790833,-54.423191,19.0193,1.260145,-2.860908,-7.654708,-0.064805,0.782057,-1.889012,-2.151899,1.66279,0.532321,-3.390938,0.887826,0.170017,-0.950604,0.145573,-1.327079,-1.069463,-0.311372,-1.183587,0.115954,1.36885,-0.905053,0.510283,3
1277,'2016/07/31 16:16:29:339',15,25.007879,723.02124,-52.658642,18.755711,1.048291,-1.774955,-7.668282,-0.734238,0.585389,-1.904269,-2.690261,2.133836,0.466963,-3.994369,1.23596,0.163185,-1.103796,0.253396,-1.349202,-1.124771,-0.224505,-1.178557,0.312536,1.402367,-1.317026,0.739391,3
1278,'2016/07/31 16:16:29:349',15,26.167242,1069.844482,-41.433636,16.355247,-1.210366,-0.716332,-3.28728,-1.126154,-0.145832,-1.003792,-0.17268,1.08472,-0.649288,-0.534413,0.612375,0.138669,0.653839,0.930734,-0.317149,-0.786238,0.024096,-0.219027,0.161409,0.697322,-0.160636,0.132187,3
1279,'2016/07/31 16:16:29:359',15,27.645628,1024.322754,-50.939503,18.640064,0.319964,-1.083879,-6.573093,-0.694963,0.369523,-1.524182,-1.317846,2.13446,0.38864,-2.622267,1.298025,0.101939,-0.713192,0.748825,-1.365342,-1.440955,0.114394,-0.955895,0.287987,1.198459,-1.086096,0.538376,3
1280,'2016/07/31 16:16:29:369',15,24.140728,620.548035,-51.861759,19.412914,0.147016,-1.744816,-6.788957,-0.848046,1.137592,-1.9805,-1.939608,2.158684,0.370281,-3.113026,0.67741,0.60555,-0.868654,-0.287296,-0.987353,-0.993504,-0.621252,-0.865687,0.423582,1.031805,-0.878529,0.664803,3
1281,'2016/07/31 16:16:29:379',15,38.771023,1033.756592,-42.783146,16.511005,-0.157783,-0.759862,-3.545861,-2.228641,-0.37447,0.662122,0.202577,-0.498106,-1.509431,-0.756591,1.089026,1.122993,0.218133,-0.261312,-0.462662,-0.009944,0.315859,-0.120862,0.015695,0.370576,0.308135,0.584232,3
1282,'2016/07/31 16:16:29:389',15,33.50602,1342.117432,-38.03796,14.253921,-1.421165,-1.107555,-3.23925,-2.490456,-1.643268,0.057521,1.498941,1.48354,-0.424928,-1.64069,-0.799122,0.079003,0.799723,0.349659,-1.342683,-1.219556,-0.306209,0.370143,0.762769,0.166019,-0.50981,-0.424809,3
1283,'2016/07/31 16:16:29:399',15,24.848976,886.388611,-47.300411,19.090471,-0.634356,-0.3157,-7.038259,-0.918715,2.031989,-0.224816,-0.335198,1.842823,0.887532,-1.295881,1.067394,-0.058898,-1.025657,0.588357,-0.552217,-0.954644,-0.253942,-1.110578,0.279687,0.905965,-1.130919,0.808098,3
1284,'2016/07/31 16:16:29:409',15,25.75625,1449.82312,-38.633789,15.00699,-2.129882,-0.855319,-2.982573,-0.976989,0.195269,0.293194,0.272973,0.214365,0.058954,-0.339139,0.431085,1.073796,0.553725,0.593528,-0.159418,-0.503183,0.16237,0.020996,0.381835,0.440879,-0.308931,0.42182,3
1285,'2016/07/31 16:16:29:419',15,18.001949,2505.289063,-36.102322,13.510821,-1.87968,-0.952073,-3.587752,-1.314641,-0.567301,0.305084,0.8541,0.926391,0.715283,-0.343709,0.009008,-0.050685,-0.717045,-0.097149,-0.378588,-0.560721,-0.113183,-0.456924,-0.269143,0.13989,-0.053994,0.406376,3
1286,'2016/07/31 16:16:29:429',15,21.092892,2182.593018,-37.683655,14.202776,-1.057342,-1.498769,-3.674642,-0.925204,-0.591887,-0.395925,-0.773045,-0.74836,-0.480791,-0.714846,0.45606,0.724796,-0.113119,0.082558,-0.769209,-0.959153,-0.01249,-0.089321,0.146649,0.455874,-0.000934,0.25011,3
1287,'2016/07/31 16:16:29:439',15,27.400654,1149.130127,-41.483063,17.057011,-1.287343,-0.671365,-5.974816,-1.050228,0.376679,0.612281,-0.400841,-0.060129,0.808155,-0.800932,0.276928,0.320055,-0.692486,0.171998,-0.300554,-0.845143,-0.283983,-0.640141,0.087251,0.357545,-0.837668,0.455944,3
1288,'2016/07/31 16:16:29:449',15,29.189301,1297.345825,-41.294449,15.82613,-2.172573,-1.533257,-5.997787,-1.648258,-0.721621,0.284463,-0.803641,0.116617,0.733566,-1.405359,0.02293,0.923581,-0.047158,0.516411,-0.137378,-1.094762,-0.564131,0.25212,0.833191,1.031244,-0.771757,0.023107,3
1289,'2016/07/31 16:16:29:459',15,24.162779,1529.799683,-42.847237,16.302309,-1.904842,-1.28211,-8.227111,-1.50749,0.264522,0.207024,-1.98546,0.151807,1.084103,-1.900054,0.12651,0.354551,-0.825349,0.229328,-0.400763,-1.574426,-1.233365,-0.099746,0.57554,0.882969,-0.979542,0.40359,3
1290,'2016/07/31 16:16:29:469',15,22.842329,1106.910156,-42.847233,17.009604,-1.142554,-0.648235,-9.096962,-0.56213,0.580152,0.121981,-2.695798,0.941423,1.201253,-2.454837,0.134726,0.359826,-0.704609,0.084794,-0.52305,-1.535874,-1.205049,-0.132414,0.739729,0.672669,-1.083184,0.670667,3
1291,'2016/07/31 16:16:29:479',15,20.125824,1441.579712,-35.976593,14.324804,-2.309578,-1.3126,-4.802132,-2.203148,-0.925427,0.29593,-1.012585,0.732712,0.305961,-1.472451,0.751546,-0.152966,-0.06952,0.747699,-0.284009,-0.178434,0.09827,-0.189345,0.084826,0.36676,-0.334162,0.353497,3
1292,'2016/07/31 16:16:29:489',15,17.48538,1571.129639,-42.775402,15.637709,-1.635291,-1.741271,-9.005035,-0.874734,-0.229769,-0.674191,-3.508504,1.975006,0.094579,-2.706507,0.890868,-0.175381,-1.535194,0.706074,-1.112973,-1.452454,-0.978077,-0.874046,0.458076,0.656036,-1.092772,0.746625,3
1293,'2016/07/31 16:16:29:499',15,15.242292,1330.188232,-42.174026,16.230267,-1.761001,-1.008246,-8.084853,-0.693835,0.121675,-0.120602,-3.25848,2.175904,0.65867,-2.530281,1.233297,-0.084987,-1.196476,0.852241,-1.341158,-1.152286,-0.68305,-1.159795,0.361531,0.960205,-1.064075,0.690142,3
1294,'2016/07/31 16:16:29:509',15,16.852182,1710.819336,-35.296143,13.482012,-2.156971,-0.770003,-4.486618,-1.812968,-0.549788,-0.294073,0.083714,1.481386,0.18381,-0.925592,0.754777,-0.319334,-0.833073,-0.278136,-0.987704,-0.294175,-0.02703,-0.606875,-0.475259,0.183132,0.314062,0.444866,3
1295,'2016/07/31 16:16:29:519',15,14.909929,2164.842041,-35.999069,14.610115,-1.557774,0.772061,-4.665192,-0.59723,0.831618,0.080806,0.742406,3.025226,1.24081,-1.786819,0.457827,-0.274017,-0.999707,-0.119255,-1.003929,-0.363574,-0.187223,-0.330116,0.145133,0.506828,-0.158635,0.648268,3
1296,'2016/07/31 16:16:29:529',15,12.349376,1875.205322,-40.386116,16.171171,-2.005027,-0.135993,-6.594153,-0.817958,0.884029,-0.064995,-4.110222,2.624464,1.251026,-2.3457,1.17167,-0.316768,-0.931135,0.78378,-1.102455,-0.135528,-0.92816,-0.922984,0.163557,0.594757,-0.395091,0.911157,3
1297,'2016/07/31 16:16:29:539',15,11.274478,2190.019287,-32.919518,12.972107,-2.40857,0.332777,-3.802307,-1.176729,0.35636,-0.228238,-0.577275,1.71614,0.263884,-0.895211,1.083783,-0.488122,-0.572873,0.434173,-0.48042,0.02008,0.004656,-0.494576,-0.206304,0.34995,0.505057,0.777931,3
1298,'2016/07/31 16:16:29:549',15,9.438046,2144.132813,-40.267056,16.649431,-1.910958,0.141597,-7.71338,-0.948872,2.02158,-0.527696,-3.611574,2.134952,0.260927,-2.02111,0.654864,-0.209803,-1.439647,1.320168,-1.374754,-0.776781,-0.308308,-1.281074,0.117797,1.223682,-0.896551,0.806321,3
1299,'2016/07/31 16:16:29:559',15,10.938679,1945.240601,-36.051552,15.325051,-2.342811,-0.060072,-5.512239,-1.700375,0.891471,-0.584578,-1.97848,1.826309,0.237737,-1.252243,0.853695,-0.16699,-0.595751,1.111119,-0.677243,-0.789033,-0.143216,-0.924759,-0.065228,0.300904,-0.501639,0.868514,3
1300,'2016/07/31 16:16:29:569',15,11.999277,1706.873413,-39.170036,16.250177,-1.965973,-0.554765,-7.317614,-1.371119,1.047086,-0.494766,-3.685511,1.720952,0.585623,-1.645352,0.808572,-0.58001,-1.458319,1.064967,-1.216442,-1.033745,-0.490168,-1.350679,0.157579,0.884288,-0.760739,0.742878,3
1301,'2016/07/31 16:16:29:579',15,18.090885,2301.398193,-32.601517,13.056005,-2.533699,-0.558,-2.236662,-0.776498,-0.476826,-0.716076,-0.849188,0.691687,-0.241401,-1.202765,0.328861,-0.109119,-0.184053,0.500577,-0.921107,-0.597943,0.12448,0.448605,0.996424,0.579953,0.073239,-0.183875,3
1302,'2016/07/31 16:16:29:589',15,18.359997,1399.59021,-40.496216,16.564146,-1.551682,-0.125686,-8.015141,-0.969687,-0.764418,-0.41525,-3.342402,1.617412,1.059702,-2.428865,0.815946,-0.105117,-1.035302,0.540153,-1.486866,-1.220693,-0.698665,-0.669612,0.214005,1.13944,-1.084908,0.144725,3
1303,'2016/07/31 16:16:29:599',15,19.701557,1487.638062,-32.544476,13.126745,-3.769753,-2.429754,-4.696732,-2.601006,-1.200592,0.134956,-0.803353,-0.270304,-0.24099,-1.766742,-0.419668,0.260975,-0.246628,0.336726,-0.174182,-0.72611,-0.101163,0.339547,0.941614,0.81216,-0.332739,-0.019971,3
1304,'2016/07/31 16:16:29:609',15,25.050426,1671.859497,-32.907532,13.892371,-3.506517,-2.74697,-4.690103,-2.385458,-0.775975,0.17328,-1.066767,-0.019036,0.31048,-0.828584,0.329152,0.468183,-0.055247,0.495761,-0.177484,-1.350412,-0.865248,-0.283025,0.267256,0.628774,-0.31892,-0.276324,3
1305,'2016/07/31 16:16:29:619',15,20.911497,1163.88855,-39.902241,15.897234,-2.17589,-2.35678,-8.862818,-0.7674,0.065651,0.121136,-3.401592,1.491397,0.985025,-2.478082,0.489886,-0.347912,-0.494655,0.757386,-1.781867,-1.591459,-0.330568,-0.435754,0.6994,0.886488,-1.311691,0.744882,3
1306,'2016/07/31 16:16:29:629',15,21.740072,1986.43811,-30.974264,13.265899,-3.104395,-2.440383,-4.871933,-1.907994,-0.319498,-0.896545,-0.965007,0.987209,-0.322776,-1.007237,0.953909,0.722612,0.86963,0.870222,-0.851397,-0.946959,-0.087905,0.281513,0.724413,0.624772,-0.25153,0.091675,3
1307,'2016/07/31 16:16:29:639',15,16.205103,1268.725342,-38.346584,15.842234,-1.800459,-2.179418,-8.873599,-0.808612,0.990363,-0.146503,-3.611793,2.169557,0.433023,-2.129705,0.361379,-0.638779,-0.657784,1.357196,-2.248018,-1.784414,-0.227898,-0.355636,0.472721,0.790695,-0.978025,0.394826,3
1308,'2016/07/31 16:16:29:649',15,18.160688,1578.061035,-29.817621,13.962801,-1.842112,-1.234543,-5.126313,-0.444856,1.051455,0.356852,0.833371,1.431897,-0.308444,-1.134225,0.453837,-0.375035,-0.474295,0.040227,-0.871615,-0.517126,-0.036108,-0.067597,0.228578,0.27053,-0.212188,0.178383,3
1309,'2016/07/31 16:16:29:659',15,19.591957,2182.880615,-29.857128,13.350809,-2.746567,-1.715021,-3.941863,-1.59105,-0.073711,1.05269,-0.070075,0.808937,-0.139554,-1.226453,1.062016,0.904802,0.269387,0.024763,-0.96605,-0.673959,0.103695,0.130565,-0.237411,-0.014669,0.036739,0.444603,3
1310,'2016/07/31 16:16:29:669',15,17.837566,2291.414795,-31.099342,13.500443,-0.906102,-0.700302,-4.455801,-0.608854,0.537443,0.376477,-0.087343,1.272516,-0.340235,-1.310621,1.207863,0.034401,0.116791,0.666422,-0.562185,-0.994344,-0.394656,-0.101091,0.069702,0.634593,-0.147458,0.06036,3
